__label__ENTY	What invention does the principle of conservation of energy make impossible ?
__label__HUM	Who is Stephen Hawking ?
__label__NUM	How fast can a Corvette go ?
__label__DESC	In My Antonia , how is Mr. Shimerda out of place on the farm ?
__label__HUM	What American poet wrote : `` Good fences make good neighbors '' ?
__label__DESC	How do windmills work ?
__label__LOC	What are all the southern states of the U.S. ?
__label__NUM	When was the Berlin Wall erected ?
__label__DESC	What is meant by the term `` yield to maturity '' in reference to bonds ?
__label__ENTY	What is the English translation for the word `` caliente '' ?
__label__ENTY	What was the name of the American ship sunk by a mine in Havana harbor , causing the Spanish-American war ?
__label__NUM	What year was the setting for American Graffiti ?
__label__DESC	What is a biologist ?
__label__DESC	How did the months of the year get there name ?
__label__DESC	What incident caused the canning of a summit conference between Eisenhower and Khrushchev ?
__label__DESC	What causes `` rolling thunder '' ?
__label__DESC	Why is Microsoft 's Windows 3 software so successful ?
__label__ENTY	What movie did Madilyn Kahn star in with Gene Wilder ?
__label__HUM	Who invented the lawnmower ?
__label__HUM	Who made the most appearances in the center square on Hollywood Squares ?
__label__DESC	How do companies cut paper so thin ?
__label__ENTY	What Vladimir Nabokov novel features Professor Humbert in love with a 12-year-old girl ?
__label__LOC	In what city is the US Declaration of Independence located ?
__label__LOC	Where did the Inuits live ?
__label__LOC	Where can I take a test that will tell me what I should be when I grow up ?
__label__ENTY	What kind of poisoning is known as plumbism ?
__label__DESC	How can I find a list of celebrities ' real names ?
__label__ENTY	What dangles over the tongue from the palate ?
__label__DESC	How does light travel through the void of space if there is no medium for it to ` wave ' or ` pulse ' .
__label__NUM	How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?
__label__ENTY	What was a California prayer book to an Old West gambler ?
__label__LOC	Where can you find the Venus flytrap ?
__label__NUM	What month did the Edmund Fitzgerald sink ?
__label__LOC	Where is Basque country located ?
__label__LOC	What attracts tourists to Reims ?
__label__NUM	What are the shoe sizes of O 'Neal , Jordan , and Mutombo , the NBA players ?
__label__HUM	What writer is famous for physically putting himself into the center of his subject matter ?
__label__DESC	What do I need to learn to design web pages ?
__label__DESC	What are boxcars ?
__label__HUM	What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?
__label__HUM	What was the name of the US helicopter pilot shot down over North Korea ?
__label__DESC	What are vermicilli , rigati , zitoni , and tubetti ?
__label__HUM	Who is Stein Eriksen ?
__label__DESC	What are the Arabic Numerals from 1 to 10 ?
__label__HUM	Which of the following celebrities started his show-biz career as a disc jockey ?
__label__LOC	What country contains Africa 's northernmost point ?
__label__HUM	What kind of business is 7-Eleven ?
__label__NUM	How many times larger than life size is the Statue of Liberty ?
__label__ENTY	What are the signs of a country going into a recession ?
__label__LOC	What nationality is Pope John Paul II ?
__label__ENTY	What shrubs can be planted that will be safe from deer ?
__label__ENTY	What do humans catch zoonose diseases from ?
__label__ENTY	What is a fear of bees ?
__label__HUM	Which college did Dikembe Mutombo attend ?
__label__NUM	How many calories are there in soy sauce ?
__label__ENTY	What is the weakest bone in the body ?
__label__HUM	Which police department made the largest cocaine seizure ever in Ventura County ?
__label__DESC	Why are ice cream sundaes called sundaes ?
__label__DESC	What is dew point ?
__label__NUM	When was London 's Docklands Light Railway constructed ?
__label__ENTY	What animal has the best hearing ?
__label__ENTY	In what deodorant commercial did tenants have adjoining medicine cabinets ?
__label__HUM	What pseudonym did William Sydney Porter use in writing The Gift of the Magi ?
__label__HUM	What attorneys work for The Center for the Defense of Free Enterprise ?
__label__NUM	What percentage of Americans own their homes ?
__label__ENTY	What disease does Katharine Hepburn have that makes her voice shake ?
__label__HUM	What was the real name of writer Ross Macdonald , creator of the hero Lew Archer ?
__label__HUM	What Batman character tools around on a Batcycle ?
__label__ENTY	What songs were popular in 1948 ?
__label__LOC	When Superman needs to get away from it all , where does he go ?
__label__HUM	Who was the most famous food editor of The New York Times ?
__label__DESC	What 's the meaning of UOL ?
__label__LOC	What country would you visit to ski in the Dolomites ?
__label__LOC	Where did the Mayan Indians live ?
__label__ENTY	What creature scares people in the film `` Jaws '' ?
__label__ENTY	What instrument does Benny Carter play ?
__label__DESC	What is the proof that houseplants metabolize carcinogens ?
__label__DESC	Why do girls have to wear training bras ?
__label__ENTY	What is the term for a group of geese ?
__label__HUM	What title did Suzette Charles assume for two months in 1984 ?
__label__ENTY	What language is mostly spoken in Brazil ?
__label__ENTY	What kind of creature is a coot ?
__label__ENTY	What World War I battle saw 6 , 0 troops killed in one day ?
__label__DESC	What is a neurosurgeon ?
__label__ENTY	What series of trials followed World War II ?
__label__NUM	How long does it take for your blood to make one complete trip through the body ?
__label__HUM	Who wrote `` The Pit and the Pendulum '' ?
__label__DESC	How can I find out which cities have cable-modem access ?
__label__LOC	What is George Lucas 's e-mail address ?
__label__LOC	Where is the official `` zero '' of the sea level ?
__label__LOC	What is the largest county in size in Massachusetts ?
__label__NUM	What year did Charles Dicken die ?
__label__LOC	What country in 1998 had the most suicides regardless of population size ?
__label__HUM	What does Larry King do for a living ?
__label__NUM	What year did the first issue of `` Playboy '' come out ?
__label__ENTY	What drink is the best thirst-quencher ?
__label__LOC	What constellation represents a hunter with club and shield ?
__label__ENTY	What kind of education would you need to become an athletic trainer for the NFL ?
__label__LOC	What is the longest place name in the U.S. ?
__label__ENTY	Name one of the Seven Wonders of the Ancient World .
__label__HUM	What contemptible scoundrel stole the cork from my lunch ?
__label__DESC	How do you get bubblegum out of carpet ?
__label__HUM	Who asked you to do the Loco-Motion with her in 1962 ?
__label__NUM	How big is the Chappellet vineyard ?
__label__ENTY	Which killer whale died at Sea World of a fungal infection ?
__label__ENTY	What color are the castellated walls of the Kremlin ?
__label__DESC	How do you calculate the change in enthalpy of a chemical reaction ?
__label__ABBR	What does CNN stand for ?
__label__DESC	What is a green bog ?
__label__HUM	Which high schools are included in the South Florida Ice Hockey league ?
__label__ABBR	What is BPH ?
__label__ABBR	What does snafu stand for ?
__label__NUM	What is the frequency of VHF ?
__label__NUM	How many teats does a female goat sport ?
__label__NUM	What is the horsepower of the shuttle boosters ?
__label__LOC	What U.S. state has sagebrush as its state flower ?
__label__ENTY	What does a tarantula eat ?
__label__HUM	What fast-food magnate 's initials graced the left sleeve of the San Diego Padres ' baseball uniforms in 1984 ?
__label__HUM	Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
__label__LOC	What is the largest city on the Great Lakes ?
__label__LOC	What country imposed the Berlin Blockade in 1948 ?
__label__LOC	Where can I find a large list of 5 to 6 letter words ?
__label__ABBR	What does U.S.S.R. stand for ?
__label__NUM	How many people are taller than 7 feet ?
__label__DESC	What is the 401 , K , plan ?
__label__DESC	What are my legal rights in an automobile repossession in California ?
__label__LOC	What state is the Filenes store located in ?
__label__HUM	Who made the deodorant that claimed that it `` actually builds up resistance to odor '' ?
__label__ENTY	What are the ages in comic book lingo ?
__label__HUM	Who was the captain of the tanker , Exxon Valdez , involved in the oil spill in Prince William Sound , Alaska , 1989 ?
__label__NUM	How big is the universe actually ?
__label__ENTY	In what medium is Stuart Hamblen considered to be the first singing cowboy ?
__label__ENTY	What were the names of the three ships used by Columbus ?
__label__DESC	Where do chihuahuas come from ?
__label__ENTY	What is a fear of odors , body , ?
__label__ENTY	What is it that walks on four legs , then on two legs , then on three ?
__label__ENTY	What are some of the significant historical events of the 1990s ?
__label__ENTY	What does an irate car owner call iron oxide ?
__label__ENTY	What kind of file has the extension .dbf ?
__label__HUM	What former African leader held his country 's boxing title for nine years ?
__label__LOC	What is the largest city in Germany ?
__label__NUM	How many meters are in a mile ?
__label__ENTY	What Caribbean cult did Marcus Garvey originate ?
__label__DESC	How did the Hohenzollerns build their power around 17 ?
__label__ENTY	What type of food makes you fat ?
__label__HUM	What 4-foot-9 actress in 1984 became the first performer to win an Oscar for playing a character of the opposite sex ?
__label__DESC	Why did several San Diego schools remove apples from students menus ?
__label__ENTY	What animal was the heat-seeking missile called the Sidewinder named for ?
__label__HUM	What was Mao 's second name ?
__label__DESC	How can I gain access to a spy satelite ?
__label__ENTY	What is November 's birthstone ?
__label__HUM	Who was the lawyer who represented Randy Steven Craft ?
__label__DESC	How can I find out what year a Beanie Baby was introduced ?
__label__HUM	Who was the first host of Person to Person ?
__label__ENTY	What 's the International Lawn Tennis Challenge Trophy usually called ?
__label__NUM	What day was Pearl Harbor attacked in 1942 ?
__label__ENTY	Name a novel written by John Steinbeck .
__label__DESC	What is the origin of the word `` tampon '' ?
__label__DESC	What was unusual about Alexandra 's appearance in Josie and the Pussycats ?
__label__DESC	What are hook worms ?
__label__ENTY	What are the two languages of Malta ?
__label__ABBR	What does e.g. stand for ?
__label__LOC	What Kentucky city calls itself The Horse Center of America ?
__label__DESC	What is Win Rah ?
__label__HUM	What is the name of Miss India 1994 ?
__label__ABBR	What does pH stand for ?
__label__NUM	How many rows of whiskers does a cat have ?
__label__HUM	Who wrote The Collector ?
__label__NUM	What can you be fined for having a dog on a beach ?
__label__ENTY	What does a chiropodist treat ?
__label__ENTY	What international amateur sports spectacle was first telecast in 1956 ?
__label__ABBR	What does R.E.M. stand for , as in the rock group R.E.M. ?
__label__ENTY	What are the most common elements in seawater ?
__label__DESC	What is a drought ?
__label__DESC	What is a meerkat ?
__label__DESC	What happened to Pepsi Clear ?
__label__LOC	What are the four largest mountain ranges in the continental United States ?
__label__ENTY	What is a fear of thunder ?
__label__HUM	What cheery fellow got the ZIP code 9971 from the U.S. Postal Service in 1963 ?
__label__ENTY	What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?
__label__HUM	Which team won the Super Bowl in 1968 ?
__label__HUM	Who was considered to be the father of psychology ?
__label__ENTY	What are the historical trials following World War II called ?
__label__NUM	How many years is Johnnie Walker Black Label aged ?
__label__NUM	When did the `` Star-Spangled Banner '' become the national anthem ?
__label__HUM	Which of the Seven Dwarfs comes first alphabetically ?
__label__HUM	What is the name of a Greek god ?
__label__ENTY	What is the predominant color of the Tab label ?
__label__ENTY	What is Bella Abzug 's sartorial trademark ?
__label__DESC	What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?
__label__NUM	How many Stradivarius violins were ever made ?
__label__DESC	What are Cushman and Wakefield known for ?
__label__LOC	Which is the wealthiest country in the world ?
__label__DESC	What are binomial coefficients ?
__label__DESC	What 's the Red Planet ?
__label__LOC	Where is Ayer 's rock ?
__label__HUM	Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?
__label__NUM	Shea and Gould had an office in Los Angeles for how long before closing it ?
__label__ENTY	What anesthetic did Queen Victoria allow to be used for the birth of her seventh child , in 1853 ?
__label__NUM	How many people does Honda employ in the U.S. ?
__label__NUM	What is the date of Bastille Day ?
__label__ENTY	What product 's ads claim that it `` eliminates odors , kills household germs , mold , and mildew '' ?
__label__HUM	What dictator has the nickname `` El Maximo '' ?
__label__HUM	What tennis player has the nickname `` Nasty '' ?
__label__DESC	What is the difference between college and graduate school ?
__label__HUM	Who was the inventor of the stove ?
__label__HUM	Who is Malaysia 's 43rd prime minister ?
__label__LOC	What country received all the Nobel Prizes awarded in 1976 ?
__label__ENTY	What is the term for the side of the mountain that faces the prevailing winds ?
__label__ENTY	What would you add to the clay mixture to produce bone china ?
__label__HUM	What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?
__label__ENTY	What were the trials called which followed World War II ?
__label__DESC	What is the purpose of BIOS ?
__label__ENTY	What were hairy bank notes in the fur trade ?
__label__HUM	What is Steve Rogers 's profession when he 's not Captain America ?
__label__ENTY	What instrument is Ray Charles best known for playing ?
__label__DESC	How do you handle a hungry man ?
__label__NUM	How far can a human eye see ?
__label__HUM	Whose video is titled Shape Up with Arnold ?
__label__NUM	When did the Chernobyl nuclear accident occur ?
__label__DESC	How does a chick breathe inside an egg ?
__label__ENTY	How do you say `` eat the day '' in Latin ?
__label__DESC	How do ants have sex ?
__label__NUM	What 's a perfect score in a gymnastics exercise ?
__label__HUM	What card company sells Christmas ornaments ?
__label__LOC	What town was the setting for The Music Man ?
__label__NUM	How many states have a lottery ?
__label__NUM	How many calories are there in a Big Mac ?
__label__HUM	Who bestowed great power upon Captain Britain ?
__label__LOC	What country did the Nile River originate in ?
__label__LOC	What city is the setting for Puccini 's opera La Boheme ?
__label__HUM	Which Bloom County resident wreaks havoc with a computer ?
__label__ENTY	To get the most caffeine , what soda should I drink ?
__label__DESC	What are `` inkhorn terms '' ?
__label__HUM	What is Nicholas Cage 's occupation ?
__label__HUM	Who was the star of the 1965 Broadway hit Golden Boy ?
__label__ENTY	What musical instrument did Sherlock Holmes play ?
__label__ENTY	What 's the U.S. Navy hymn ?
__label__ENTY	What handicraft requires you to interlace your warp and weft ?
__label__LOC	Kosovo is a province of what country ?
__label__ENTY	What operating system do IBM-compatible machines use ?
__label__ENTY	What vowel do all Esperanto nouns end in ?
__label__HUM	Who created the monster in Mary Shelley 's novel Frankenstein ?
__label__ENTY	What rum is so `` mixable '' it is a one-brand bar ?
__label__ENTY	What is Grenada 's main commodity export ?
__label__ENTY	What is the name of the ` female ' counterpart to El Nino , which results in cooling temperatures and very dry weather ?
__label__HUM	Who holds the career record for the most major league home runs ?
__label__DESC	What did not Rocky Marciano do in his pro boxing career ?
__label__ENTY	What weapon is the mythological character Apollo most proficient with ?
__label__ENTY	What 1976 Deep Throat clone provides the leading lady with a second larynx ?
__label__DESC	What happens when a body part falls asleep ?
__label__ENTY	What film was based on the play Everybody Comes to Rick 's ?
__label__ENTY	What is Nebraska 's most valuable resource ?
__label__HUM	Name the Ranger who was always after Yogi Bear .
__label__LOC	What was the first town to be chartered in Vermont ?
__label__HUM	Who are the two sons of Ozzie and Harriet Nelson ?
__label__ENTY	What 's the international radio code word for the letter B ?
__label__ENTY	What Broadway show introduced the song Some Enchanted Evening ?
__label__DESC	How does James Bond like his martinis ?
__label__LOC	What building built in 18 contains 327 miles of book shelves ?
__label__ENTY	What meat complemented sweet potatoes and peas in the first TV dinner ?
__label__DESC	How can I trace my family roots ?
__label__HUM	What manufacturers are there in Texas ?
__label__ENTY	What letter is to the right of K on a typewriter keyboard ?
__label__HUM	Who was Ben Casey 's boss ?
__label__ENTY	What is the most expensive car in the world ?
__label__HUM	Who is the best known villain of the 165 Gunpowder Plot ?
__label__LOC	What 's the fifth-largest country in the world ?
__label__HUM	What college did Dikembe Mutombo play basketball for ?
__label__HUM	Name of heroine in `` Scruples '' ?
__label__DESC	What is the contents of proposition 98 ?
__label__ENTY	What disease did August von Wassermann develop a specific test for in 196 ?
__label__ENTY	Name the four stories contained in Edith Wharton 's `` Old New York . ''
__label__NUM	How many maids were milking ?
__label__DESC	What can I do to get into an Ivy League school ?
__label__LOC	Name the highest mountain .
__label__DESC	What is Garry Kasparov famous for ?
__label__ENTY	What was the name of Betty Boop 's dog ?
__label__HUM	What is Alice Cooper 's real name ?
__label__ENTY	What is the fastest-growing comic strip of all time ?
__label__ENTY	What TV show premiered on January 15 , 1981 ?
__label__HUM	Who is buried in the great pyramid of Giza ?
__label__LOC	What country was Sir Edmund Hillary born in ?
__label__NUM	How far out is the universe ?
__label__HUM	Who is Pia Zadora 's millionaire husband and mentor ?
__label__NUM	When was the USSR dissolved ?
__label__HUM	Whose image is alleged to be on The Shroud of Turin ?
__label__LOC	Where are 8 of the 10 highest mountains in the world ?
__label__LOC	In what county is Eckley Colorado ?
__label__NUM	What is the latitude and longitude of El Paso , Texas ?
__label__ENTY	What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?
__label__HUM	What is a person called that likes fire ?
__label__DESC	What is the origin of the proverb `` A stitch in time saves nine '' ?
__label__ENTY	What video format was an alternative to VHS ?
__label__HUM	Who created Billy Pilgrim , a survivor of the Dresden firestorm ?
__label__ENTY	What do West Indian steel bands use as instruments ?
__label__LOC	Where were the 1936 Summer Olympics held ?
__label__ENTY	What does a man suffering from diphallic terata have ?
__label__ENTY	What did the forward-thinking Simon Brothers Bakery of Chicago insert into bagels to boost business ?
__label__LOC	What province is Edmonton located in ?
__label__ENTY	What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
__label__HUM	Which organization is the Security Council a part of ?
__label__HUM	What President had never held an elected office until he was elected to the White House ?
__label__DESC	How can you contact play producers and promoters on-line ?
__label__HUM	What English explorer discovered and named Virginia ?
__label__ENTY	What are all the different kinds of contraceptives ?
__label__LOC	Where was Richard Nixon when Gerald Ford became president ?
__label__LOC	Where can I read about Chiang Kai-shek ?
__label__ENTY	What is the biggest `` thing '' humans have made ?
__label__HUM	Who was the first woman to run the mile in less than 4 36893 minutes ?
__label__HUM	What U.S. general was court-martialled for criticizing American air power ?
__label__DESC	What does Tiffany mean ?
__label__DESC	What is spaceball played on ?
__label__HUM	What actor first portrayed James Bond ?
__label__ENTY	What 's the only color Johnny Cash wears on stage ?
__label__HUM	What company 's logo is a `` W '' in a circle ?
__label__LOC	What park contains Firehole River and Fairy Falls ?
__label__HUM	Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?
__label__HUM	Who created `` The Muppets '' ?
__label__NUM	How long was the longest sneezing attack ?
__label__HUM	What is Pittsburgh 's baseball team called ?
__label__DESC	Why is Microsoft 's Windows 3 such a successful computer program ?
__label__NUM	When did the neanderthal man live ?
__label__NUM	When did Amtrak begin operations ?
__label__DESC	What is the difference between the Koran and The Bible ?
__label__ENTY	What sport is known for hooligans ?
__label__NUM	How large is Missouri 's population ?
__label__ENTY	What do goldfish lose if kept in dimly-lit or running water ?
__label__ENTY	What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?
__label__LOC	What Rocky Mountain ridge separates North America 's eastward and westward-flowing rivers ?
__label__DESC	What do bee hives do in cranberry bogs ?
__label__ENTY	What was the name of the U.S. 's first manned space program ?
__label__NUM	How many people was Randy Craft convicted of murdering ?
__label__NUM	When did communist control end in Hungary ?
__label__HUM	What ethnic group introduced the idea of potlatch ?
__label__ENTY	What did the ancients call the four great elements ?
__label__HUM	What was her real name ?
__label__DESC	What is the definition of low island ?
__label__DESC	What are chloroplasts ?
__label__HUM	What was Darth Vader 's son named ?
__label__HUM	Who is Barbara Jordan ?
__label__LOC	Where did Dylan Thomas die ?
__label__NUM	How many fiddlers did Old King Cole have ?
__label__DESC	Why do some people have two different color eyes ?
__label__DESC	Why do heavier objects travel downhill faster ?
__label__HUM	What was William F. Cody 's better-known name ?
__label__ENTY	What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?
__label__DESC	What is tumbled marble ?
__label__DESC	How can I search for a word within my own webpage ?
__label__NUM	When was Queen Victoria born ?
__label__DESC	What is ethylene ?
__label__ENTY	What is a technique popularly used to detect birth defects ?
__label__ENTY	What is money made of ?
__label__HUM	Who is the son-in-law of Sen. Everett Dirkson who was also a senator in the '70 's ?
__label__LOC	Where does dew come from ?
__label__HUM	What relative of Leo Tolstoy translated War and Peace eight times ?
__label__NUM	In what year did the US Marine Corps adopt the motto `` Semper Fidelis '' ?
__label__NUM	The Shea & Gould law firm had an office in L.A. for how many years ?
__label__DESC	What is the historical relationship of Catholic Church and bingo ?
__label__NUM	How many flavors does Baskin & Robbins offer ?
__label__ENTY	What do you call a book of quotes ?
__label__DESC	What caused Shea & Gould to close their L.A. office ?
__label__HUM	What comic of TV 's golden age went by the motto `` Anything for a laugh '' ?
__label__LOC	Where is Hearst Castle , built by publisher William Randolph Hearst ?
__label__ENTY	What is the alphabet for Latin ?
__label__DESC	How do I give a good massage ?
__label__NUM	What time of year has the most air travel ?
__label__LOC	What country has the port of Haifa ?
__label__NUM	How many real fruit juices are there in a can of Hawaiian Punch ?
__label__ENTY	What two vessels fought the first sea battle between iron-covered ships ?
__label__NUM	How many members are in the California congressional delegation ?
__label__ENTY	What kind of sports team is the Buffalo Sabres ?
__label__ENTY	What is the movie Jonathan Livingstone Seagull ?
__label__NUM	When did CNN go on the air ?
__label__HUM	Who sued the Dannon yougurt company for using a character named Ron Raider for promotion ?
__label__HUM	What famous communist leader died in Mexico City ?
__label__HUM	Which of the following men was not married to Rita Hayworth ?
__label__DESC	What is a hydrogen bond ?
__label__ENTY	What two colors are you blind to if you suffer from protanopia ?
__label__LOC	What country buys 25 percent of the world 's tea exports ?
__label__NUM	How many freckles does Howdy Doody have on his face ?
__label__HUM	What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?
__label__ENTY	Which condiment was once sold as a patent medicine ?
__label__DESC	How is the new Ford Econoline van F25 V1 engine ?
__label__ENTY	What format was the major competition of VHS ?
__label__LOC	Which city did Christian Crusaders fight to recapture from the Muslims ?
__label__DESC	How did Socrates die ?
__label__NUM	When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?
__label__DESC	What is crabgrass ?
__label__HUM	Who was Santos-Dumont ?
__label__LOC	On what continent is Mozambique ?
__label__HUM	Who played Sally Rogers on The Dick Van Dyke Show ?
__label__NUM	What is the temperature today ?
__label__DESC	What is the theory of equivalence states ?
__label__DESC	What excuse did the NATO people give for hitting the Chinese embassy ?
__label__ENTY	What does a phobophobe fear ?
__label__ENTY	What are super balls made of ?
__label__ENTY	What color were their horses ?
__label__HUM	Who created the Fantastic Four , Hulk , and Thor ?
__label__ENTY	What line divided the North and South in the U.S. Civil War ?
__label__ENTY	What is a fear of rejection ?
__label__DESC	How do you write MLA style bibliographies for an Internet source ?
__label__DESC	What is the design of the ship Titanic ?
__label__HUM	Who is section manager for guidance and control systems at JPL ?
__label__ENTY	What sport was the first televised in the U.S. ?
__label__ENTY	What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?
__label__ENTY	What was the name of the peace agreement imposed on Germany after World War I ?
__label__HUM	Who designed London Bridge ?
__label__HUM	Who invented the paper clip ?
__label__ENTY	What explosive do you get by mixing charcoal , sulfur and saltpeter ?
__label__HUM	What TV family sometimes buys eclairs from Nelson 's Bakery ?
__label__NUM	How many years did it take James Joyce to write Ulysses ?
__label__LOC	What nationality was Jackson Pollock ?
__label__NUM	In what year did they build the Berlin Wall ?
__label__HUM	Which glamorous actress is a close friend of Dick Tracy ?
__label__HUM	Who is the leader of Brunei ?
__label__ENTY	What is the name given to a group of geese ?
__label__HUM	What college enlivens Hanover , New Hampshire ?
__label__HUM	Who did Napolean defeat at Jena and Auerstadt ?
__label__ENTY	What carries sperm up into the pelvic region ?
__label__DESC	How do I find a web address for a company ?
__label__DESC	How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?
__label__NUM	What is the size of the largest akita ?
