__label__recommendations	I think that someone should take the responsibility for that accident that happened during our last meeting.
__label__recommendations	Why don’t you do some deeper research in the topic?
__label__recommendations	Maybe shorter presentations would be better.
__label__performance_assessment	I don't need those sessions.
__label__recommendations	They should know better how to react in such situations in future.
__label__subject	I fear we should do even more.
__label__subject	Reading and answering emails breaks the work dynamics a lot
__label__subject	 It goes without saying that the main idea was unsuccessful
__label__performance_assessment	The way of presentation was ridiculous.
__label__performance_assessment	"A new meeting without results and focused on ""technical aspects""."
__label__performance_assessment	I had problems focusing my attention.
__label__technical	I didn't have a place to sit.
__label__technical	The sound of the place was really adequate, everything was heard perfect
__label__recommendations	You should be delighted to hear her opinion
__label__performance_assessment	He stood a little behind the governor and held himself with military decorum
__label__performance_assessment	Finally, a meeting where they do not extend with unimportant issues
__label__technical	The catering was better.
__label__technical	Chairs are not comfortable at all.
__label__recommendations	I think we should discuss urgent things.
__label__performance_assessment	An excellent idea that the people involved are summoned in advance and have sufficient information on the topics to treat
__label__recommendations	Could you please recommend how to solve this problem during your next speech?
__label__technical	The room was in a mass as always.
__label__performance_assessment	The speaker sounded like he had no idea about the case.
__label__subject	I thought that we would discuss this topic and vote, but it didn't happen.
__label__time	I expect my people to start on time.
__label__recommendations	Apply the review in the fastest way right after finishing the activities to analyze.
__label__technical	I didn’t get the message about the meeting.
__label__time	The presenter was speaking very fast because there was not enough time to cover all topics
__label__technical	The room was overcrowded.
__label__subject	The commander expressed enthusiasm towards new goals
__label__technical	For the next meeting please bring a mouse to the computers.
__label__subject	People were bored
__label__time	I came in a few minutes after the meeting should have started, but there was no one in the room
__label__performance_assessment	I didn't like those yokes that the speaker used during presentation.
__label__recommendations	It’s better to use the microphone.
__label__technical	The microphone was not working well
__label__time	It was too short.
__label__recommendations	Please avoid bringing family members to this kind of meetings
__label__subject	I would prefer to hear some new information, not things that we all already know.
__label__performance_assessment	Congratulations.
__label__performance_assessment	Unfortunately, this session was unsuccessful.
__label__time	I believe that the meeting lasted 30 more minutes, I did not expect it
__label__technical	Door to our meeting room need fixing.
__label__performance_assessment	I didn't realize that our meetings can solve so many problems.
__label__subject	I recall seeing this somewhere already.
__label__performance_assessment	He explained with great detail
__label__performance_assessment	Im definitely not the only one who thinks  the speaker was not fierce
__label__subject	Kutuzov merely shrugged his shoulders when one after another they presented projects of maneuvers to be made with those soldiers
__label__subject	The meeting was full of topics that were simply not interesting
__label__technical	No time to pee during breaks.
__label__performance_assessment	Great job.
__label__performance_assessment	It was not difficult, however, to make her understand that there was a present for each soldier, and to her great delight she was permitted to hand the gifts to them
__label__subject	Writing an act helps to remember.
__label__subject	What are the consequences of having such diversity in a work group?
__label__subject	it's a long conversation about what's going wrong
__label__recommendations	We should encourage more behavior like this.
__label__subject	I entirely disagree with what was said.
__label__recommendations	Someone should follow up on the commitments to make sure that they are really fulfill.
__label__subject	Okay, you think that won't work for Olivia. 
__label__recommendations	We should think about some new quest, that e can invite to our discussion.
__label__technical	The air conditioner didn't work.
__label__performance_assessment	I really appreciate your help.
__label__subject	Can't wee finally talk about something important in our work?
__label__subject	I should like to be at home on Christmas day, but I actually don’t care.
__label__recommendations	I think that it would be useful to make a mailing list.
__label__recommendations	We should think about some new topic, more up to date.
__label__time	Maybe more time for presentation would help us to understand the problem.
__label__subject	If this is what the Navy thinks i’m terrified.
__label__performance_assessment	She is a fierce fighter
__label__subject	I think the real problem is elsewhere.
__label__performance_assessment	I did not like his plan and they way he put things on display
__label__technical	Can anybody fix those chairs?
__label__time	The entire session lasted barely ten minutes.
__label__recommendations	A person that didn't participate on previous meeting should have the right to vote.
__label__performance_assessment	The presenter was speaking so fast that I wasn't able to write down my notes.
__label__performance_assessment	The general showed a negative disposition  
__label__performance_assessment	I liked the story about general McKenzee
__label__performance_assessment	I think that listening to everyone’s complains for so many hour is a waste of time.
__label__technical	The computer is very slow
__label__time	I hope that next time we would again talk the same subject, because it wasn't exhausted during one meeting.
__label__recommendations	I would suggest thinking about better coffee during breaks.
__label__recommendations	All the participants should be provided with good equipment.
__label__performance_assessment	I hope I would be invited again.
__label__performance_assessment	There's no time for such things.
__label__performance_assessment	Never experienced such thing.
__label__subject	Our main case wasn't discussed at all.
__label__performance_assessment	I always have a problem with preparing my speech.
__label__performance_assessment	This wasn’t great but wasn’t bad either.
__label__subject	I think the plan is credible
__label__subject	The truth is they were engaged in combat and couldn’t do anything about it
__label__recommendations	If I had remembered this it would have prevented some mistakes
__label__time	He is always late.
__label__performance_assessment	 Generally it is thought that the topic is not interesting
__label__technical	I couldn’t read your tiny letters in the presentation.
__label__subject	I also have something to say in today’s topic.
__label__performance_assessment	We are always arguing during those meetings and nobody reacts.
__label__performance_assessment	I love our new phantoms.
__label__subject	A very good topic.
__label__time	The main presenter had a short time presentation
__label__subject	I share your point of view.
__label__recommendations	I’m not sure if going into such detail is useful.
__label__time	I think that it was enough time for everything.
__label__performance_assessment	Jhon appeared not the worse for the session, but he seemed ready for a nap.
__label__performance_assessment	After your speech we had to go for a beer.
__label__performance_assessment	"Thank you for preparing a ""report"" with the conclusions and agreements reached."
__label__technical	I'm still not on the mailing list.
__label__performance_assessment	I don't like you to talk like that.
__label__subject	I totally disagree.
__label__recommendations	They should prohibit mobile access to meeting rooms
__label__subject	And to this day, millions of people remember and honor the name of Gautama, as that of the great lover of men.
__label__technical	Noises from the outside made it unbearable.
__label__subject	 It seems to me that the major is working
__label__performance_assessment	I'm really impressed.
__label__subject	In my opinion you are right.
__label__performance_assessment	He was such a wonderful person in so many ways.
__label__recommendations	Please do your homework next time.
__label__recommendations	It would be splendid to have that report emailed to everyone
__label__performance_assessment	 The training was boring
__label__technical	Can anyone put the soup in the bathroom?
__label__recommendations	Maybe it's not so hard to organize some catering.
__label__technical	Please have a bigger screen for presentations
__label__subject	Every dead soldier has a face, a story, and a bereaved family
__label__performance_assessment	She made every possible effort to explain everything.
__label__recommendations	Although you have all been to the same meeting, it is possible that there may be misunderstandings, it is important to make clear the conclusions and next steps
__label__technical	The pens did not have enough ink
__label__recommendations	You need to include someone who is able to take decisions about staff and financing
__label__recommendations	It is not wrong to remember the names of the people and the reasons why they participate in the meeting.
__label__performance_assessment	I would tell this whole story in entirely different way.
__label__recommendations	I would make tests after those lectures.
__label__subject	Too many digressions.
__label__subject	On one hand I understand your point, on the other hand I disagree
__label__performance_assessment	So many hours without a break?
__label__technical	It was too cold as always.
__label__performance_assessment	 From my perspective the commander not was good
__label__performance_assessment	You get to meet all kinds of interesting people in that meeting
__label__technical	Those chairs and tables are old and uncomfortable.
__label__time	I think that one meeting to discuss the whole idea wasn't enough.
__label__technical	Do we have some technical staff to help in emergencies at all?
__label__recommendations	If I were you I would let them ask questions any time.
__label__performance_assessment	 Some people say  the speaker is not credible
__label__subject	 the problem was interesting
__label__performance_assessment	What a wonderful story.
__label__recommendations	Require attendees not to interrupt others.
__label__subject	It sounds like a real adventure!
__label__subject	Finally, everything has come together and we are ready to open the doors to the public.
__label__technical	The lights are too bright.
__label__time	He did not stay more than ten minutes, then rose and took his leave.
__label__performance_assessment	Do you behave like this on all meetings?
__label__time	I felt myself very lucky to get time for my question
__label__recommendations	Wider room for us all.
__label__performance_assessment	Pure histrionics.
__label__performance_assessment	If everyone did their job it would work.
__label__recommendations	If I were you, I would do more slides with better figures
__label__performance_assessment	These have been long and boring meetings
__label__performance_assessment	She likes depressing stories
__label__technical	Technical problems delaying the whole meeting for so long shouldn't ever happen.
__label__recommendations	I'll suggest more time for answering questions.
__label__subject	It was incredible the possibility of giving an opinion at the meeting
__label__performance_assessment	I'm pleased with the captain's skills
__label__subject	The proposed use the command center was interesting
__label__performance_assessment	Thanks meeting was very polite
__label__performance_assessment	I hope it would be improved.
__label__subject	There is a fierce competition between these two entities
__label__performance_assessment	Congratulations, your talk was really inspiring!
__label__subject	Suddenly there was a great topic
__label__technical	I didn't hear most important things because of the microphone.
__label__recommendations	This was wrong, totally wrong, whatever we do, we should do it together.
__label__performance_assessment	It was an awful meeting
__label__performance_assessment	Your hesitation influenced the audience.
__label__recommendations	 Could you post a detailed interpretation of that law?
__label__time	I appreciate you started on time.
__label__recommendations	Please distribute the report only to those who participated in the meeting
__label__technical	All the cables lying around the room are dangerous.
__label__subject	People asked unnecessary questions.
__label__subject	He waited for the others to leave the command center
__label__performance_assessment	Let's talk about what is working.
__label__performance_assessment	Great precision.
__label__time	I didn't think they would come and start so soon.
__label__performance_assessment	 It goes without saying that the training was working
__label__performance_assessment	I appreciate the assistance
__label__performance_assessment	The guy that organized it should get fired at once!
__label__recommendations	Some of the participants should get a reprimand.
__label__performance_assessment	I didn't fall asleep but I was close to it.
__label__performance_assessment	A solemn meeting 
__label__performance_assessment	I don’t know what to say.
__label__performance_assessment	 Some people say that the meeting wasn’t boring
__label__performance_assessment	It's great and I love it.
__label__technical	Finally somebody fixed the air conditioning.
__label__recommendations	For the next meeting, I recommend presenting the work program by the previously disseminated agenda and remembering the objectives of the meeting.
__label__subject	The newest data shows something different from what you were saying.
__label__time	We got into the room and sit down for a few minutes in silence.
__label__time	Unfortunately the speaker did not have time to close the idea
__label__recommendations	Next time, please let us know in advance the day and time of the meeting
__label__performance_assessment	I liked it tat we could practice with our quests.
__label__recommendations	May I suggest to have hangouts and coffee?
__label__performance_assessment	Too many abbreviations.
__label__technical	Maybe if we were given sth to eat it would be easier.
__label__performance_assessment	Too short breaks.
__label__time	The meeting started way too late.
__label__recommendations	You should remind people to turn off their mobiles.
__label__time	You started right on time which is appreciated.
__label__performance_assessment	At the time of that meeting it didn’t produce an effect upon me
__label__subject	That was a mistake in the performance of his duty.
__label__performance_assessment	 I’m of the opinion that the lecture is boring
__label__performance_assessment	Excellent meeting a time well spent
__label__performance_assessment	The arguments that the major choose were convincing.
__label__performance_assessment	I finally understood what you mean in the very last minutes of your speech.
__label__performance_assessment	She helps without begin asked
__label__performance_assessment	The attention he garnered amazed him.
__label__performance_assessment	Do you think it was nice to listen to all this negative stuff?
__label__time	The meeting was extended leaving us with little time for the most important part
__label__recommendations	More attention to the matter would surely help.
__label__performance_assessment	I've never seen such a great speaker.
__label__recommendations	They should not eat anything when presenting.
__label__time	I was on time and there was nobody in the room.
__label__performance_assessment	The way you’re putting this is awkward.
__label__performance_assessment	It was hard to part after the meeting.
__label__performance_assessment	I really appreciate your ideas and I am eager to implement many of your suggestions.
__label__performance_assessment	Some of us have more important things to do, than to sit and stare on one picture for an hour.
__label__recommendations	If I may, please keep your presentation to the subject more strictly!
__label__technical	I don't agree to give my e-mail address.
__label__performance_assessment	The presenter was poorly dressed.
__label__technical	I though that we can afford a microphone?!
__label__performance_assessment	The commander knows how to handle depressing news
__label__recommendations	Better leave us 15 minutes of questions and 15 minutes of opinions.
__label__recommendations	It should be ready now, not in 2 months!
__label__performance_assessment	For the next occasion we hope that the presenter invites the public to be part of the topic being discussed
__label__performance_assessment	The commander showed focus on the subject 
__label__performance_assessment	In my opinion not everyone are involved enough during those sessions.
__label__technical	The sound was too loud.
__label__recommendations	Keep things simple.
__label__subject	There are members who answer emails, consult social networks or other tasks not related to the theme of the meeting
__label__technical	Is it possible to have less light during presentation next time?
__label__subject	I’m of the opinion that the training was necessary and should be continued
__label__technical	This meeting without access to WIFI was a mistake.
__label__recommendations	Somebody should lock the door after the beginning.
__label__performance_assessment	It was boring.
__label__recommendations	For next time go to the point and do not get off the subject.
__label__recommendations	Maybe he should see a doctor.
__label__subject	Why should that cause the masses to riot?
__label__subject	I have noticed that at the end of the day, Olivia is not able to focus on her task without despair.
__label__subject	The soldiers would cross the river.
__label__performance_assessment	I couldn't focus on the case.
__label__technical	Lack of toilet paper.
__label__performance_assessment	We were all well informed for the first time.
__label__subject	I don’t want to sit and watch such nonsense!
__label__recommendations	I think that we should get access to the address book with contacts to other participants.
__label__performance_assessment	Everyone wanted to leave before you finished.
__label__performance_assessment	If you complicate things don’t be surprised people don’t listen.
__label__subject	How can we improve our execution?
__label__recommendations	My colleagues would prefer you talk a little slower.
__label__performance_assessment	He is an expert
__label__subject	 In my eyes the commander is not working
__label__subject	Are you sure no one would follow?
__label__time	Excellent work in the given time span.
__label__subject	Better write an email to everyone. Work meetings are a big problem for many organizations
__label__subject	Perhaps we could ask the general if he has permission to leave the base?
__label__technical	How u can survive without a microphone?
__label__technical	The translation headphones had a connection failure, they did not allow me to understand the meaning of the words
__label__subject	I’m not sure if this is a right way.
__label__technical	Productivity was affected by external factors such as lack of good sound
__label__performance_assessment	It is hard to expect anyone to keep focused after a whole hour of densely-packed presentation.
__label__performance_assessment	That afternoon Christopher had a wonderful story to tell.
__label__recommendations	The minutes should include the issues addressed in it, the pending tasks, who should perform them and for when.
__label__subject	 From my perspective the main idea is not working
__label__performance_assessment	There's never too late to learn something more.
__label__recommendations	The simple facts should be so much more convincing!
__label__performance_assessment	 In my view the plan was calm 
__label__recommendations	I think that we need some more fire training.
__label__recommendations	I would love to see a new face during those meetings.
__label__performance_assessment	The meetings are important but have been discredited by the lack of specificity and organization around them
__label__time	The times coincided perfectly between each exhibition
__label__performance_assessment	You are the most wonderful man.
__label__performance_assessment	All the staff did their job.
__label__technical	Those windows without curtains make it impossible to see anything on the screen.
__label__performance_assessment	I’m glad the command is paying attention.
__label__subject	 In my opinion the commander is good
__label__performance_assessment	The speaker was boring.
__label__recommendations	I think we should find a new way of discussing our stuff.
__label__recommendations	I think there are many things to change.
__label__technical	In another room it was extremely noisy and nobody reacted.
__label__performance_assessment	I can imagine more useful skills that we can learn.
__label__subject	The reasone for MTO to express such opinion was obvious.
__label__subject	On the contrary, I think our mission is to protect them.
__label__performance_assessment	I let Tom know that I was dissatisfied with his presentation
__label__performance_assessment	I don't like that way of presentation.
__label__time	Punctuality of the members is fundamental
__label__subject	The more I think about what you’ve said the more I feel intrigued.
__label__performance_assessment	I hated it.
__label__performance_assessment	It's wonderful how they shine!
__label__performance_assessment	The speaker was a noisy guy.
__label__recommendations	You need to remove their opinion
__label__subject	You are right, WTT needs to be improved.
__label__recommendations	I would suggest for us to find a consultant next time when we will discuss such tough things.
__label__performance_assessment	The plan execution was marred by static characterizations
__label__subject	This is a cyclic meeting and I would expect fresh updates every time and what do I get?
__label__subject	It was the highest time to discuss this topic.
__label__performance_assessment	You've taken a great deal off my shoulders, and I appreciate it.
__label__recommendations	In meetings, delays should not be allowed unless they are for a greater cause.
__label__subject	We should ask him what he meant
__label__recommendations	Please avoid parallel conversations.
__label__performance_assessment	So me guys were listening but the rest was playing on their mobiles.
__label__recommendations	Someone should take care for sticking to the protocol.
__label__subject	Was this really about operations?
__label__technical	The presentation on the computer was quite dense
__label__subject	Of course, she knew Alex well enough now to know he didn't like people to hand out information about him.
__label__time	60 minutes was way too much for this subject.
__label__time	Participants had time to ask questions and discuss them. 
__label__performance_assessment	I don't find pleasure in wasting time.
__label__time	I don’t like the idea of ​​checking every fifteen minutes if Olivia continues to do the homework
__label__recommendations	Please, the organizers must identify the people who must participate.
__label__subject	The proposed frequency is to high, it will cause trouble.
__label__performance_assessment	The way that major was presenting guests was strongly inappropriate.
__label__subject	The way of presenting the topic was surprising.
__label__recommendations	For an order to be certainly executed, it is necessary that a man should order what can be executed.
__label__performance_assessment	I didn't get what the speaker meant.
__label__performance_assessment	Why did you rush with the presentation?
__label__recommendations	I would prefer to hear few words of explanation before presentation of the problem.
__label__recommendations	I would change everything.
__label__time	Timely starting your meetings would be much appreciated.
__label__performance_assessment	I really appreciate all your help preparing the meeting for the opening night.
__label__subject	My daily duties would become much more tiring after this change.
__label__subject	He found the transition plan was well done
__label__performance_assessment	I was taught to introduce myself at the beginning, but that young speaker didn't bother to do it...
__label__recommendations	Please send a list of topics to cover 24 hours in advance.
__label__subject	In that way, we would never get the subject exhausted!
__label__time	Many ideas for so little time
__label__performance_assessment	 According to me the talk was fierce
__label__performance_assessment	He showed knowledge  
__label__recommendations	Using mobile phones should be forbidden.
__label__performance_assessment	The presenter had the ability to persuade the public.
__label__recommendations	I would give certificates those who passed exams at the end
__label__technical	The chairs are absolutely not comfortable.
__label__technical	The speakers were set so loudly that it really heart my ears!
__label__recommendations	Focusing on what is going well can help you discover ways to solve other situations
__label__recommendations	I would contend that the size of this problem is substantially smaller than many people would guess.
__label__recommendations	Don’t chat during the presentations
__label__subject	The presenter projects a good professional image.
__label__recommendations	We should have a right to vote.
__label__subject	I don’t think we should change our organization units on these occasions.
__label__subject	I find those subjects not practical.
__label__recommendations	I think that it would be enough to meet once a month.
__label__subject	 Some people say that the review process does not work
__label__subject	Can the presenter do it?
__label__recommendations	He needs to take out that phrase
__label__subject	True, if we are to win this, we should start working right now.
__label__recommendations	Everyone should see the video that was played during the meeting
__label__recommendations	We need someone to write down all the suggestions raised durin the session.
__label__time	It was time enough for all parts of the meeting.
__label__recommendations	You should work on your pronunciation of foreign words.
__label__technical	Somebody should clean the room before the session.
__label__performance_assessment	One of the guys stood up and started shouting and nobody cared.
__label__performance_assessment	The way he said it, he didn't find it interesting at all
__label__performance_assessment	 the training was not credible
__label__time	You were very late.
__label__recommendations	I think that changing the speaker would help.
__label__time	Everything was on time.
__label__technical	I think that we are worth more comfortable place for meetings.
__label__technical	Nobody fixed the window since last week.
__label__performance_assessment	 From my perspective the competition was excellent
__label__performance_assessment	!!! This was horrible!
__label__performance_assessment	I understand that this is the way you do things. 
__label__technical	It is a very small space for those meetings with so many people.
__label__recommendations	Let's call him and ask him to accompany us. 
__label__performance_assessment	I liked the topic but the presenting guy didn't manage to make me interested in listening.
__label__subject	This, according to general Franco, would be inconvenient.
__label__recommendations	She should discuss all this with Alex.
__label__performance_assessment	I hoped to get some more details, e-mail address or anything, from the speaker.
__label__recommendations	Somebody who is not interested should have the right not to participate.
__label__performance_assessment	After those meetings I always have so many new ideas.
__label__performance_assessment	Well done.
__label__performance_assessment	We would never achieve anything with such speakers.
__label__performance_assessment	The speaker should use the microphone, cos I didn't hear a word.
__label__performance_assessment	 I liked how the themes were synthesized.
__label__recommendations	Everyone should be involved.
__label__subject	I liked the topic.
__label__recommendations	You are a bit nervous, try to calm down, remember you are speaking to your friends
__label__technical	It's easier to spend all those hours in the room after the renovation.
__label__recommendations	Please do not look at the cell phone while others speak.
__label__performance_assessment	He is an interesting man
__label__subject	The chain of command was not working
__label__technical	I'm glad that there was no technical problems during this session.
__label__performance_assessment	She had a suspicious behavior
__label__recommendations	You better don’t talk so much or you will get boring
__label__performance_assessment	We didn’t understand.
__label__performance_assessment	The meeting resulted in a laugh of inexpressible satisfaction
__label__subject	Are you convinced you’re right?
__label__performance_assessment	I wish I didn’t go to this meeting
__label__performance_assessment	Amazing how easy it was for you to carry out an interesting meeting.
__label__recommendations	I hope for the next meeting let the participants give their opinions
__label__recommendations	I see a strong need to make some new rules during our sessions.
__label__time	It's a pity that there was no time for comments from the quests.
__label__recommendations	Alex should have told you all this.
__label__subject	Government is a great achievement of civilization.
__label__performance_assessment	Those attending these meetings see them as trivial and unimportant events.
__label__performance_assessment	My delight in them is as varied as my moods.
__label__performance_assessment	Do you think everyone followed?
__label__time	20 minutes late is too late.
__label__performance_assessment	I wonder how long did you prepare for this presentation?
__label__performance_assessment	We saw a great performance last night.
__label__performance_assessment	Calling too many meetings decreases credibility in the boss
__label__recommendations	Good conclusions are always important
__label__performance_assessment	Can you believe he shouted at us?
__label__performance_assessment	As for first session it wasn't bad.
__label__performance_assessment	Great way of presenting.
__label__performance_assessment	It was an interesting conversation
__label__subject	Suddenly there was a great news
__label__recommendations	You should do something about the problem.
__label__performance_assessment	This presenter knows how to make a good meeting.
