__label__ENTY	What is a fear of glass ?
__label__DESC	What is the difference between hair and fur ?
__label__ENTY	What vehicles are raced in the Tour de France ?
__label__ENTY	What is the most popular sports car color ?
__label__NUM	How many people watch network television ?
__label__LOC	Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?
__label__HUM	Name of heroine in `` Scruples '' ?
__label__ENTY	What 's the world 's most common compound ?
__label__LOC	What are the largest breweries in the world ?
__label__HUM	Who sang the song `` Hooked on a Feeling '' in the dancing baby episode of `` Ally Mcbeal '' ?
__label__DESC	How did people respond to the idea of the first millenium ?
__label__LOC	What building are British monarchs crowned in ?
__label__HUM	What monarch signed the Magna Carta ?
__label__HUM	Who plays the cop in the movie `` Kindergarten Cop '' ?
__label__HUM	What is Pittsburgh 's baseball team called ?
__label__DESC	Describe the Finnish music personality Salonen 's appearance .
__label__ENTY	What animal has the biggest eyes ?
__label__DESC	How do you throw a housewarming party ?
__label__DESC	What is Smartnet ?
__label__HUM	Who asked the musical question : `` Have you ever been to electric lady land ? ''
__label__HUM	Who was Buffalo Bill ?
__label__HUM	Which organization is the Security Council a part of ?
__label__HUM	Name the lawyer for Randy Craft .
__label__ENTY	What does a tarantula eat ?
__label__HUM	What group asked the musical question Do You Believe in Magic ?
__label__LOC	Where does the U.S. get most of its energy ?
__label__NUM	How many times a day should you take a prescription marked `` q.i.d . '' ?
__label__ABBR	What is Mikhail Gorbachev 's middle initial ?
__label__DESC	How effective are condoms in protecting against AIDS ?
__label__HUM	Who discovered imaginary numbers ?
__label__DESC	What are people doing to help prevent the extinction of birds ?
__label__NUM	How many people die from snakebite poisoning in the U.S. per year ?
__label__HUM	What professional cricketer 's son wrote The War of the Worlds in 1898 ?
__label__DESC	What is white chocolate ?
__label__LOC	What are the 10 largest cities in the US ?
__label__NUM	How many people on the ground were killed from the bombing of Pan Am Flight 103 over Lockerbie , Scotland , December 21 , CD .
__label__HUM	What famous British actor lost his voice after an operation in 1966 ?
__label__DESC	What is a leaky heart valve ?
__label__ENTY	What were the first frozen foods ?
__label__LOC	What is the geographical center of the US including Alaska and Hawaii ?
__label__HUM	Who is Terrence Malick ?
__label__ENTY	What do bicornate animals have two of ?
__label__HUM	Who was the actor who played Sam in the movie Casablanca ?
__label__ENTY	What rabbit got its name because its ears resembled those of a jackass ?
__label__HUM	Who holds the career record for the most major league home runs ?
__label__LOC	What is the name of the planet that the Ewoks live on ?
__label__LOC	What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?
__label__HUM	What was Mao , the Chinese leader 's , full name ?
__label__HUM	What father and son won the Medal of Honor ?
__label__ABBR	CNN is an acronym for what ?
__label__LOC	What country saw the origin of the Asian Flu ?
__label__HUM	Who tramped through Florida looking for the Fountain of Youth ?
__label__HUM	What American actress was the first to be called a `` vamp '' ?
__label__HUM	Who wrote the book , `` Song of Solomon '' ?
__label__DESC	What are the side effects of mevacor ?
__label__ENTY	What type of exercise burns the most calories ?
__label__ENTY	What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?
__label__ENTY	What Broadway musical was inspired by Cervantes 's Don Quixote ?
__label__NUM	How many times does the tide ebb and flow each day ?
__label__ENTY	Which two products use a tiger as their symbol ?
__label__LOC	What California desert is dubbed High Desert ?
__label__HUM	What company makes impulse hardening equipment ?
__label__HUM	Who were the Yankee 's frequent enemies ?
__label__ABBR	What does G.M.T. stand for ?
__label__ENTY	What disease did August von Wassermann develop a specific test for in 196 ?
__label__NUM	How many different kinds of ice cream are there ?
__label__DESC	What is cache memory ?
__label__LOC	What Scandinavian capital is built on nine bridge-connected islands ?
__label__NUM	How many people died in the Vietnam war ?
__label__HUM	Which oil company almost picked a word that meant `` stalled car '' in Japanese as its new international name ?
__label__HUM	Which classical Spanish writer said `` All that glitters is not gold '' ?
__label__ENTY	What are the shortest and the longest songs ever produced ?
__label__HUM	Who played the Ringo Kid in the 1939 film Stagecoach ?
__label__NUM	In what year did Hitler gain power of Germany ?
__label__ENTY	What chemical in red wine is good for the heart and what exactly does it do to your body ?
__label__HUM	What actress starred in `` The Lion in Winter '' ?
__label__DESC	What does Robert mean ?
__label__NUM	How many endangered species are there in the world ?
__label__LOC	Where is Logan Airport ?
__label__DESC	What is Eagle 's syndrome styloid process ?
__label__DESC	What does the Latin ante mortem mean ?
__label__ENTY	What war saw battles at Parrot 's Beak and Black Virgin ?
__label__LOC	What is the most useful site on the Internet ?
__label__LOC	Where are all European and American eels born ?
__label__ENTY	What is a fear of sinning ?
__label__DESC	What does storm wave mean in Japanese ?
__label__ENTY	What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?
__label__NUM	How many cullions does a male have ?
__label__HUM	What English explorer discovered and named Virginia ?
__label__DESC	What was the verdict in the 1925 trial of John T. Scopes ?
__label__DESC	What is commonly considered the fifth sense ?
__label__LOC	Where can I find up-to-date coastal ocean surface temperature information , preferably along North America and the Caribbean ?
__label__ENTY	What is the name of the largest water conservancy project in China ?
__label__HUM	Who killed JFK ?
__label__DESC	What is infomatics ?
__label__NUM	When did the royal wedding of Prince Andrew and Fergie take place ?
__label__HUM	Who was Ben Casey 's boss ?
__label__DESC	What is the cultural origin of the ceremony of potlatch ?
__label__ENTY	What 's the geographic term for the submerged fringe of a continent ?
__label__ENTY	What are some of the significant historical events of the 1990s ?
__label__NUM	How many emperors were there in the Roman Empire ?
__label__HUM	What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?
__label__DESC	What is thermal equilibrium ?
__label__ENTY	What did Mr. Magoo flog on TV for General Electric ?
__label__NUM	How many rows of sprocket holes does a roll of 35-millimeter film have ?
__label__LOC	What state is John F. Kennedy buried in ?
__label__ENTY	What do I call the sons and daughters of my first cousins ?
__label__DESC	What exactly is the purpose of the anteater ?
__label__HUM	What famous communist leader died in Mexico City ?
__label__HUM	What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ?
__label__HUM	What is the last name of Lucy and Linus from the Peanut 's comic strip ?
__label__ENTY	What was the sequel to The Moon 's Balloon ?
__label__NUM	What is the latitude and longitude of El Paso , Texas ?
__label__LOC	What European city do Nicois live in ?
__label__NUM	How many people have been killed in wars , armed conflicts ?
__label__HUM	What was the name of the 187s Irish terrorist group in Pennsylvania mining areas ?
__label__DESC	What is `` Vocal Sampling '' ?
__label__ENTY	What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?
__label__LOC	What is the leading pecan and peanut growing state ?
__label__ENTY	What types of water pollution are there ?
__label__ENTY	Which language has the most words ?
__label__NUM	How many miles is it from Frankfurt , Germany to Salzburg , Austria ?
__label__LOC	What continent is Bolivia on ?
__label__DESC	How do you find out what is allowed to claim as a contibution for income tax purposes ?
__label__NUM	What will the California gas tax be in the year 2000 ?
__label__DESC	What does the dot on the letter i mean ?
__label__NUM	How much money does the Sultan of Brunei have ?
__label__DESC	What do Mormons believe ?
__label__NUM	How many sides does a heptagon have ?
__label__HUM	What 's the most common name in nursery rhymes ?
__label__NUM	What 's men 's par on a 455-yard golf hole ?
__label__LOC	Which country is Australia 's largest export market ?
__label__DESC	How did names come about ?
__label__HUM	What level of government or governmental agency is responsible for dealing with racism ?
__label__LOC	What countries does the Mont Blanc Tunnel join ?
__label__ENTY	What is a fear of color ?
__label__DESC	What is Megan 's law ?
__label__NUM	When was the first Wall Street Journal published ?
__label__ENTY	What meat complemented sweet potatoes and peas in the first TV dinner ?
__label__LOC	What state does Charles Robb represent ?
__label__NUM	What is Judy Garland 's date of birth ?
__label__DESC	What are amicable numbers ?
__label__HUM	What college football team did Knute Rockne build into a power ?
__label__ENTY	What is a fear of worms ?
__label__DESC	What does the name Melissa mean ?
__label__ENTY	What five cards make up a perfect Cribbage hand ?
__label__LOC	Where in the United States do people live the longest ?
__label__DESC	How do I find a snowboarding website ?
__label__LOC	Where are there aborigines ?
__label__ENTY	The second most popular sport worldwide is what ?
__label__DESC	What is a handheld PC ?
__label__NUM	When do MORMONS believe Christ was born ?
__label__HUM	Who was in Death of a Salesman original movie , not 1985 ?
__label__LOC	Where did Dylan Thomas die ?
__label__ENTY	What are the four natural aids used in riding a horse ?
__label__HUM	What actor and actress have made the most movies ?
__label__LOC	What country is the origin of the band the Creeps ?
__label__NUM	How long does it take the Milky Way Galaxy to make one revolution ?
__label__DESC	How can I get someone 's email address ?
__label__HUM	What organization was founded by the Rev. Jerry Falwell ?
__label__HUM	What President was assassinated by Charles J. Guiteau ?
__label__ENTY	Which is heavier - cream or milk ?
__label__HUM	What businesses or agencies would do an employment verification ?
__label__NUM	How loud is thunder ?
__label__ENTY	What spider makes a superb pet , even said to recognize its master ?
__label__DESC	What are Cobol , Fortran , and Pascal ?
__label__DESC	What is D.B. Cooper known for ?
__label__HUM	What were Babe Ruth 's Christian names ?
__label__HUM	Who was Picasso ?
__label__LOC	Where could I go to take a ride on a steam locomotive ?
__label__DESC	What is a Devo hat ?
__label__DESC	What do the 12 days of Christmas mean ?
__label__ENTY	Italy is the largest producer of what ?
__label__LOC	What South American city features the exclusive Copacabana Beach and Ipanema ?
__label__ENTY	What did the ancients call the four great elements ?
__label__NUM	What are the unemployment statistics for the years 1965 and 1990 ?
__label__LOC	What Russian city used to be called St. Petersburg and Petrograd ?
__label__DESC	What is the purpose of BIOS ?
__label__ENTY	What TV show did John Sebastian sing the theme for ?
__label__NUM	What season begins with the vernal equinox ?
__label__NUM	How many times a day does the typical person go to the bathroom ?
__label__LOC	What city is the setting for Puccini 's opera La Boheme ?
__label__HUM	What does Larry King do for a living ?
__label__HUM	Which U.S. President is buried in Washington , D.C. ?
__label__DESC	What is the origin of the word `` mushroom '' ?
__label__ENTY	Name a novel written by John Steinbeck .
__label__NUM	How many maids were milking ?
__label__DESC	How do birds find their way back to the same place every year ?
__label__LOC	What state on the Gulf of Mexico has its lowest point five feet below sea level ?
__label__NUM	What is the student population at the University of Massachusetts in Amherst ?
__label__LOC	Where can I find the status of my tax return ?
__label__DESC	Why did the Anglican church split from the Vatican ?
__label__HUM	Whose autobiography is titled Yes I Can ?
__label__HUM	Whose cupboard was bare ?
__label__DESC	How do you get rid on woodpeckers ?
__label__ENTY	What was Mel Gibson 's first movie ?
__label__DESC	How do you recognize anorexia ?
__label__NUM	When did World War I start ?
__label__ENTY	What flag flies over Wake Island ?
__label__LOC	What 's the farthest planet from the sun ?
__label__ENTY	What is a fear of parasites ?
__label__LOC	What state in the United States covers the largest area ?
__label__ENTY	What did the Yalta Conference lead to ?
__label__HUM	What actress holds the record for the most appearances on the cover of Life ?
__label__HUM	What ill-fated American general dragged a bull terrier named Willie through World War II ?
__label__HUM	Who was the lawyer who represented Randy Steven Craft ?
__label__ENTY	Name of King Arthur 's sword ?
__label__ENTY	What is a fear of childbirth ?
__label__DESC	What is power steering ?
__label__HUM	What comedian was The Perfect Fool ?
__label__DESC	What is gymnophobia ?
__label__ENTY	What money was used by them ?
__label__NUM	How old was George Washington when he died ?
__label__HUM	What was Marilyn Monroe 's real name ?
__label__DESC	What happened in the Long March ?
__label__NUM	How much did a knight 's armor weigh ?
__label__ENTY	Which infectious disease kills the most people worldwide ?
__label__NUM	What is the gestation period for human pregnancies ?
__label__ENTY	What do goldfish lose if kept in dimly-lit or running water ?
__label__ENTY	What molecules include fluorine , sodium and magnesium ?
__label__DESC	Why should cigarette smoking be banned ?
__label__LOC	What 's the nearest star to Earth ?
__label__ENTY	What 's an easy way to count the approximate number of fish in a lake ?
__label__ENTY	What are new computer games for Windows 95 or 98 ?
__label__ABBR	What does SHIELD stand for ?
__label__HUM	What count did Alexandre Dumas write about ?
__label__DESC	How can you tell if someone is lying ?
__label__HUM	Which of the following actors worked in New York 's Yiddish Theater ?
__label__DESC	How is Abigail Arcane related to the villainous opponent of the Swamp Thing ?
__label__NUM	On average , how many miles are there to the moon ?
__label__LOC	What Asian country once thrilled to the sport of cricket fighting ?
__label__NUM	How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,
__label__ENTY	What was the Bridge of San Luis Rey made of ?
__label__NUM	When did the Carolingian period begin ?
__label__HUM	Who directed Citizen Kane ?
__label__HUM	Who said of Super Bowl III in 1969 : `` We 'll win- I guarantee it '' ?
__label__ENTY	Which is the largest clock , diameter wise , in Europe ?
__label__ENTY	What William Makepeace Thackeray novel was made into a film by Stanley Kubrick ?
__label__HUM	Who wrote The Night of the Iguana ?
__label__NUM	How many liberty bells have there been ?
__label__NUM	What brand number graces the black label of a bottle of Jack Daniel 's ?
__label__NUM	What year was the setting for American Graffiti ?
__label__NUM	When is Bastille Day ?
__label__DESC	How can I look up someone 's E-mail address on the Internet ?
__label__ENTY	What was the name of the flight that Fawaz Younis hijacked ?
__label__DESC	What is the history of Spartacus , the Roman slave and gladiator ?
__label__HUM	Who 's the founder and editor of The National Review ?
__label__HUM	What Good Little Witch is Casper 's girlfriend ?
__label__DESC	What are the lyrics to the Star Spangled Banner ?
__label__ENTY	What were the names of the three ships used by Columbus ?
__label__NUM	How many small businesses are there in the United States ?
__label__HUM	Who was the tallest U.S. president ?
__label__DESC	What 's a male `` cuckquean '' ?
__label__NUM	What is the cost of the drugs used in tuberculosis treatments ?
__label__ENTY	What soft drink held a national flavor poll in 1967 ?
__label__ENTY	Which is the most-used computer program ?
__label__NUM	When was the first successful heart transplant for a human ?
__label__DESC	What are vermicilli , rigati , zitoni , and tubetti ?
__label__LOC	What strait links the Mediterranean Sea and the Atlantic Ocean ?
__label__DESC	How is cologne made ?
__label__ENTY	What instrument is Ray Charles best known for playing ?
__label__DESC	How do I stop background noise in a car stereo ?
__label__DESC	How do anti-locking brakes work ?
__label__HUM	What pillar of the Dutch Renaissance painted Aristotle Contemplating the Bust of Homer ?
__label__DESC	How can you be happy ?
__label__DESC	What is an ecological niche ?
